id_pais,id_ccaa,ccaa,ccaa_key,mes,categoria_alojamiento,valoraciones,precio_checkin_entre_semana,precio_checkin_fin_semana,periodo_antelacion
ES,01,andalucia,andalucia,1,alternativo,4.54,333.76,333.76,1 mes
ES,01,andalucia,andalucia,1,apartamento,4.67,140.99,140.99,1 mes
ES,01,andalucia,andalucia,1,casa entera,4.68,254.4,254.4,1 mes
ES,01,andalucia,andalucia,1,habitacion compartida,4.43,40.48,40.48,1 mes
ES,01,andalucia,andalucia,1,habitacion privada,4.54,122.73,122.73,1 mes
ES,02,aragon,aragon,1,alternativo,4.44,183.98,183.98,1 mes
ES,02,aragon,aragon,1,apartamento,4.67,145.95,145.95,1 mes
ES,02,aragon,aragon,1,casa entera,4.65,209.57,209.57,1 mes
ES,02,aragon,aragon,1,habitacion compartida,4.65,67.98,67.98,1 mes
ES,02,aragon,aragon,1,habitacion privada,4.32,91.1,91.1,1 mes
ES,05,canarias,canarias,1,alternativo,4.64,117.8,117.8,1 mes
ES,05,canarias,canarias,1,apartamento,4.71,138.42,138.42,1 mes
ES,05,canarias,canarias,1,casa entera,4.71,213.63,213.63,1 mes
ES,05,canarias,canarias,1,habitacion compartida,4.55,46.64,46.64,1 mes
ES,05,canarias,canarias,1,habitacion privada,4.64,111.58,111.58,1 mes
ES,06,cantabria,cantabria,1,alternativo,4.69,223.5,223.5,1 mes
ES,06,cantabria,cantabria,1,apartamento,4.68,555.13,555.13,1 mes
ES,06,cantabria,cantabria,1,casa entera,4.7,251.25,251.25,1 mes
ES,06,cantabria,cantabria,1,habitacion compartida,4.53,58.57,58.57,1 mes
ES,06,cantabria,cantabria,1,habitacion privada,4.61,114.68,114.68,1 mes
ES,08,castilla - la mancha,castilla - la mancha,1,alternativo,4.46,205.03,205.03,1 mes
ES,08,castilla - la mancha,castilla - la mancha,1,apartamento,4.71,143.56,143.56,1 mes
ES,08,castilla - la mancha,castilla - la mancha,1,casa entera,4.54,227.56,227.56,1 mes
ES,08,castilla - la mancha,castilla - la mancha,1,habitacion compartida,4.1,69.72,69.72,1 mes
ES,08,castilla - la mancha,castilla - la mancha,1,habitacion privada,4.23,140.4,140.4,1 mes
ES,07,castilla y leon,castilla y leon,1,alternativo,4.59,185.27,185.27,1 mes
ES,07,castilla y leon,castilla y leon,1,apartamento,4.69,112.14,112.14,1 mes
ES,07,castilla y leon,castilla y leon,1,casa entera,4.61,201.67,201.67,1 mes
ES,07,castilla y leon,castilla y leon,1,habitacion compartida,4.28,48.5,48.5,1 mes
ES,07,castilla y leon,castilla y leon,1,habitacion privada,4.41,86.71,86.71,1 mes
ES,09,cataluna,cataluna,1,alternativo,4.46,210.73,210.73,1 mes
ES,09,cataluna,cataluna,1,apartamento,4.65,180.72,180.72,1 mes
ES,09,cataluna,cataluna,1,casa entera,4.6,286.89,286.89,1 mes
ES,09,cataluna,cataluna,1,habitacion compartida,4.25,40.33,40.33,1 mes
ES,09,cataluna,cataluna,1,habitacion privada,4.51,111.98,111.98,1 mes
ES,18,ceuta,ceuta,1,alternativo,4.23,64.81,64.81,1 mes
ES,18,ceuta,ceuta,1,casa entera,3.69,401.38,401.38,1 mes
ES,18,ceuta,ceuta,1,habitacion privada,4.22,57.33,57.33,1 mes
ES,13,comunidad de madrid,madrid,1,alternativo,4.22,142.86,142.86,1 mes
ES,13,comunidad de madrid,madrid,1,apartamento,4.61,291.28,291.28,1 mes
ES,13,comunidad de madrid,madrid,1,casa entera,4.58,214.58,214.58,1 mes
ES,13,comunidad de madrid,madrid,1,habitacion compartida,4.31,55.38,55.38,1 mes
ES,13,comunidad de madrid,madrid,1,habitacion privada,4.51,103.57,103.57,1 mes
ES,15,comunidad foral de navarra,navarra,1,alternativo,4.62,213.84,213.84,1 mes
ES,15,comunidad foral de navarra,navarra,1,apartamento,4.57,182.96,182.96,1 mes
ES,15,comunidad foral de navarra,navarra,1,casa entera,4.6,251.16,251.16,1 mes
ES,15,comunidad foral de navarra,navarra,1,habitacion compartida,4.32,182.32,182.32,1 mes
ES,15,comunidad foral de navarra,navarra,1,habitacion privada,4.44,129.37,129.37,1 mes
ES,10,comunitat valenciana,comunitat valenciana,1,alternativo,4.34,190.14,190.14,1 mes
ES,10,comunitat valenciana,comunitat valenciana,1,apartamento,4.65,117.14,117.14,1 mes
ES,10,comunitat valenciana,comunitat valenciana,1,casa entera,4.64,219.55,219.55,1 mes
ES,10,comunitat valenciana,comunitat valenciana,1,habitacion compartida,4.21,42.38,42.38,1 mes
ES,10,comunitat valenciana,comunitat valenciana,1,habitacion privada,4.49,86.87,86.87,1 mes
ES,11,extremadura,extremadura,1,alternativo,4.07,129.44,129.44,1 mes
ES,11,extremadura,extremadura,1,apartamento,4.62,115.42,115.42,1 mes
ES,11,extremadura,extremadura,1,casa entera,4.56,179.79,179.79,1 mes
ES,11,extremadura,extremadura,1,habitacion compartida,3.83,43.25,43.25,1 mes
ES,11,extremadura,extremadura,1,habitacion privada,4.23,145.3,145.3,1 mes
ES,12,galicia,galicia,1,alternativo,4.53,158.3,158.3,1 mes
ES,12,galicia,galicia,1,apartamento,4.67,123.52,123.52,1 mes
ES,12,galicia,galicia,1,casa entera,4.73,175.88,175.88,1 mes
ES,12,galicia,galicia,1,habitacion compartida,4.53,71.42,71.42,1 mes
ES,12,galicia,galicia,1,habitacion privada,4.36,136.18,136.18,1 mes
ES,04,illes balears,balears,1,alternativo,4.38,418.88,418.88,1 mes
ES,04,illes balears,balears,1,apartamento,4.57,291.62,291.62,1 mes
ES,04,illes balears,balears,1,casa entera,4.69,589.1,589.1,1 mes
ES,04,illes balears,balears,1,habitacion compartida,3.06,1396.51,1396.51,1 mes
ES,04,illes balears,balears,1,habitacion privada,4.61,360.16,360.16,1 mes
ES,17,la rioja,rioja,1,alternativo,4.44,197.84,197.84,1 mes
ES,17,la rioja,rioja,1,apartamento,4.76,119.66,119.66,1 mes
ES,17,la rioja,rioja,1,casa entera,4.61,167.61,167.61,1 mes
ES,17,la rioja,rioja,1,habitacion privada,4.48,97.82,97.82,1 mes
ES,19,melilla,melilla,1,alternativo,4.93,81.0,81.0,1 mes
ES,19,melilla,melilla,1,apartamento,4.86,97.75,97.75,1 mes
ES,19,melilla,melilla,1,casa entera,4.28,103.37,103.37,1 mes
ES,19,melilla,melilla,1,habitacion privada,3.86,40.17,40.17,1 mes
ES,16,pais vasco,pais vasco,1,alternativo,4.42,222.64,222.64,1 mes
ES,16,pais vasco,pais vasco,1,apartamento,4.69,138.38,138.38,1 mes
ES,16,pais vasco,pais vasco,1,casa entera,4.68,224.0,224.0,1 mes
ES,16,pais vasco,pais vasco,1,habitacion compartida,4.58,70.52,70.52,1 mes
ES,16,pais vasco,pais vasco,1,habitacion privada,4.57,107.33,107.33,1 mes
ES,03,principado de asturias,asturias,1,alternativo,4.5,176.53,176.53,1 mes
ES,03,principado de asturias,asturias,1,apartamento,4.7,116.47,116.47,1 mes
ES,03,principado de asturias,asturias,1,casa entera,4.72,183.51,183.51,1 mes
ES,03,principado de asturias,asturias,1,habitacion compartida,4.64,40.76,40.76,1 mes
ES,03,principado de asturias,asturias,1,habitacion privada,4.5,109.68,109.68,1 mes
ES,14,region de murcia,murcia,1,alternativo,4.34,174.55,174.55,1 mes
ES,14,region de murcia,murcia,1,apartamento,4.66,142.07,142.07,1 mes
ES,14,region de murcia,murcia,1,casa entera,4.64,225.37,225.37,1 mes
ES,14,region de murcia,murcia,1,habitacion compartida,4.41,38.28,38.28,1 mes
ES,14,region de murcia,murcia,1,habitacion privada,4.45,89.5,89.5,1 mes
ES,01,andalucia,andalucia,2,alternativo,4.58,339.7,339.7,1 mes
ES,01,andalucia,andalucia,2,apartamento,4.67,161.51,161.51,1 mes
ES,01,andalucia,andalucia,2,casa entera,4.67,273.81,273.81,1 mes
ES,01,andalucia,andalucia,2,habitacion compartida,4.52,35.2,35.2,1 mes
ES,01,andalucia,andalucia,2,habitacion privada,4.58,120.19,120.19,1 mes
ES,02,aragon,aragon,2,alternativo,4.52,175.04,175.04,1 mes
ES,02,aragon,aragon,2,apartamento,4.65,143.78,143.78,1 mes
ES,02,aragon,aragon,2,casa entera,4.63,209.2,209.2,1 mes
ES,02,aragon,aragon,2,habitacion compartida,4.89,52.25,52.25,1 mes
ES,02,aragon,aragon,2,habitacion privada,4.39,87.31,87.31,1 mes
ES,05,canarias,canarias,2,alternativo,4.65,112.15,112.15,1 mes
ES,05,canarias,canarias,2,apartamento,4.71,135.45,135.45,1 mes
ES,05,canarias,canarias,2,casa entera,4.71,238.01,238.01,1 mes
ES,05,canarias,canarias,2,habitacion compartida,4.56,48.29,48.29,1 mes
ES,05,canarias,canarias,2,habitacion privada,4.66,109.11,109.11,1 mes
ES,06,cantabria,cantabria,2,alternativo,4.69,212.25,212.25,1 mes
ES,06,cantabria,cantabria,2,apartamento,4.71,659.23,659.23,1 mes
ES,06,cantabria,cantabria,2,casa entera,4.69,246.24,246.24,1 mes
ES,06,cantabria,cantabria,2,habitacion compartida,4.58,43.6,43.6,1 mes
ES,06,cantabria,cantabria,2,habitacion privada,4.63,114.57,114.57,1 mes
ES,08,castilla - la mancha,castilla - la mancha,2,alternativo,4.5,195.41,195.41,1 mes
ES,08,castilla - la mancha,castilla - la mancha,2,apartamento,4.7,151.75,151.75,1 mes
ES,08,castilla - la mancha,castilla - la mancha,2,casa entera,4.5,219.66,219.66,1 mes
ES,08,castilla - la mancha,castilla - la mancha,2,habitacion compartida,4.24,78.5,78.5,1 mes
ES,08,castilla - la mancha,castilla - la mancha,2,habitacion privada,4.3,148.31,148.31,1 mes
ES,07,castilla y leon,castilla y leon,2,alternativo,4.59,178.66,178.66,1 mes
ES,07,castilla y leon,castilla y leon,2,apartamento,4.68,112.6,112.6,1 mes
ES,07,castilla y leon,castilla y leon,2,casa entera,4.58,197.1,197.1,1 mes
ES,07,castilla y leon,castilla y leon,2,habitacion compartida,4.58,32.32,32.32,1 mes
ES,07,castilla y leon,castilla y leon,2,habitacion privada,4.46,79.87,79.87,1 mes
ES,09,cataluna,cataluna,2,alternativo,4.5,213.36,213.36,1 mes
ES,09,cataluna,cataluna,2,apartamento,4.63,182.16,182.16,1 mes
ES,09,cataluna,cataluna,2,casa entera,4.59,296.32,296.32,1 mes
ES,09,cataluna,cataluna,2,habitacion compartida,4.2,48.58,48.58,1 mes
ES,09,cataluna,cataluna,2,habitacion privada,4.56,107.9,107.9,1 mes
ES,18,ceuta,ceuta,2,alternativo,4.06,66.0,66.0,1 mes
ES,18,ceuta,ceuta,2,casa entera,3.43,500.64,500.64,1 mes
ES,18,ceuta,ceuta,2,habitacion privada,4.01,59.21,59.21,1 mes
ES,13,comunidad de madrid,madrid,2,alternativo,4.37,137.1,137.1,1 mes
ES,13,comunidad de madrid,madrid,2,apartamento,4.61,278.92,278.92,1 mes
ES,13,comunidad de madrid,madrid,2,casa entera,4.56,212.3,212.3,1 mes
ES,13,comunidad de madrid,madrid,2,habitacion compartida,4.39,52.99,52.99,1 mes
ES,13,comunidad de madrid,madrid,2,habitacion privada,4.57,95.6,95.6,1 mes
ES,15,comunidad foral de navarra,navarra,2,alternativo,4.56,204.67,204.67,1 mes
ES,15,comunidad foral de navarra,navarra,2,apartamento,4.64,159.06,159.06,1 mes
ES,15,comunidad foral de navarra,navarra,2,casa entera,4.55,252.51,252.51,1 mes
ES,15,comunidad foral de navarra,navarra,2,habitacion compartida,4.03,199.29,199.29,1 mes
ES,15,comunidad foral de navarra,navarra,2,habitacion privada,4.49,122.52,122.52,1 mes
ES,10,comunitat valenciana,comunitat valenciana,2,alternativo,4.41,186.13,186.13,1 mes
ES,10,comunitat valenciana,comunitat valenciana,2,apartamento,4.64,121.85,121.85,1 mes
ES,10,comunitat valenciana,comunitat valenciana,2,casa entera,4.63,229.55,229.55,1 mes
ES,10,comunitat valenciana,comunitat valenciana,2,habitacion compartida,4.26,48.5,48.5,1 mes
ES,10,comunitat valenciana,comunitat valenciana,2,habitacion privada,4.52,82.43,82.43,1 mes
ES,11,extremadura,extremadura,2,alternativo,4.01,128.47,128.47,1 mes
ES,11,extremadura,extremadura,2,apartamento,4.64,112.48,112.48,1 mes
ES,11,extremadura,extremadura,2,casa entera,4.53,172.93,172.93,1 mes
ES,11,extremadura,extremadura,2,habitacion compartida,3.98,37.0,37.0,1 mes
ES,11,extremadura,extremadura,2,habitacion privada,4.24,161.65,161.65,1 mes
ES,12,galicia,galicia,2,alternativo,4.59,157.71,157.71,1 mes
ES,12,galicia,galicia,2,apartamento,4.67,125.82,125.82,1 mes
ES,12,galicia,galicia,2,casa entera,4.72,172.36,172.36,1 mes
ES,12,galicia,galicia,2,habitacion compartida,4.62,35.24,35.24,1 mes
ES,12,galicia,galicia,2,habitacion privada,4.46,148.28,148.28,1 mes
ES,04,illes balears,balears,2,alternativo,4.51,409.67,409.67,1 mes
ES,04,illes balears,balears,2,apartamento,4.63,296.64,296.64,1 mes
ES,04,illes balears,balears,2,casa entera,4.69,651.05,651.05,1 mes
ES,04,illes balears,balears,2,habitacion compartida,2.96,1349.79,1349.79,1 mes
ES,04,illes balears,balears,2,habitacion privada,4.62,309.72,309.72,1 mes
ES,17,la rioja,rioja,2,alternativo,4.38,208.8,208.8,1 mes
ES,17,la rioja,rioja,2,apartamento,4.74,120.73,120.73,1 mes
ES,17,la rioja,rioja,2,casa entera,4.57,160.81,160.81,1 mes
ES,17,la rioja,rioja,2,habitacion privada,4.55,99.83,99.83,1 mes
ES,19,melilla,melilla,2,alternativo,4.93,85.0,85.0,1 mes
ES,19,melilla,melilla,2,apartamento,4.85,90.92,90.92,1 mes
ES,19,melilla,melilla,2,casa entera,4.2,103.05,103.05,1 mes
ES,19,melilla,melilla,2,habitacion privada,4.04,47.11,47.11,1 mes
ES,16,pais vasco,pais vasco,2,alternativo,4.45,207.12,207.12,1 mes
ES,16,pais vasco,pais vasco,2,apartamento,4.69,127.19,127.19,1 mes
ES,16,pais vasco,pais vasco,2,casa entera,4.65,220.02,220.02,1 mes
ES,16,pais vasco,pais vasco,2,habitacion compartida,4.59,72.03,72.03,1 mes
ES,16,pais vasco,pais vasco,2,habitacion privada,4.6,96.51,96.51,1 mes
ES,03,principado de asturias,asturias,2,alternativo,4.54,163.83,163.83,1 mes
ES,03,principado de asturias,asturias,2,apartamento,4.74,114.25,114.25,1 mes
ES,03,principado de asturias,asturias,2,casa entera,4.7,188.85,188.85,1 mes
ES,03,principado de asturias,asturias,2,habitacion compartida,4.67,42.13,42.13,1 mes
ES,03,principado de asturias,asturias,2,habitacion privada,4.56,110.87,110.87,1 mes
ES,14,region de murcia,murcia,2,alternativo,4.45,187.2,187.2,1 mes
ES,14,region de murcia,murcia,2,apartamento,4.66,144.83,144.83,1 mes
ES,14,region de murcia,murcia,2,casa entera,4.62,248.3,248.3,1 mes
ES,14,region de murcia,murcia,2,habitacion compartida,4.46,32.36,32.36,1 mes
ES,14,region de murcia,murcia,2,habitacion privada,4.43,95.86,95.86,1 mes
ES,01,andalucia,andalucia,3,alternativo,4.58,331.98,331.98,1 mes
ES,01,andalucia,andalucia,3,apartamento,4.67,155.71,155.71,1 mes
ES,01,andalucia,andalucia,3,casa entera,4.67,271.09,271.09,1 mes
ES,01,andalucia,andalucia,3,habitacion compartida,4.4,44.99,44.99,1 mes
ES,01,andalucia,andalucia,3,habitacion privada,4.58,121.42,121.42,1 mes
ES,02,aragon,aragon,3,alternativo,4.58,178.05,178.05,1 mes
ES,02,aragon,aragon,3,apartamento,4.67,150.14,150.14,1 mes
ES,02,aragon,aragon,3,casa entera,4.61,210.22,210.22,1 mes
ES,02,aragon,aragon,3,habitacion compartida,4.47,62.83,62.83,1 mes
ES,02,aragon,aragon,3,habitacion privada,4.35,88.8,88.8,1 mes
ES,05,canarias,canarias,3,alternativo,4.67,115.23,115.23,1 mes
ES,05,canarias,canarias,3,apartamento,4.7,134.14,134.14,1 mes
ES,05,canarias,canarias,3,casa entera,4.71,231.23,231.23,1 mes
ES,05,canarias,canarias,3,habitacion compartida,4.61,47.96,47.96,1 mes
ES,05,canarias,canarias,3,habitacion privada,4.66,106.13,106.13,1 mes
ES,06,cantabria,cantabria,3,alternativo,4.66,207.18,207.18,1 mes
ES,06,cantabria,cantabria,3,apartamento,4.72,701.45,701.45,1 mes
ES,06,cantabria,cantabria,3,casa entera,4.69,246.56,246.56,1 mes
ES,06,cantabria,cantabria,3,habitacion compartida,4.4,50.05,50.05,1 mes
ES,06,cantabria,cantabria,3,habitacion privada,4.63,116.3,116.3,1 mes
ES,08,castilla - la mancha,castilla - la mancha,3,alternativo,4.51,201.58,201.58,1 mes
ES,08,castilla - la mancha,castilla - la mancha,3,apartamento,4.71,156.14,156.14,1 mes
ES,08,castilla - la mancha,castilla - la mancha,3,casa entera,4.48,224.5,224.5,1 mes
ES,08,castilla - la mancha,castilla - la mancha,3,habitacion compartida,4.24,80.1,80.1,1 mes
ES,08,castilla - la mancha,castilla - la mancha,3,habitacion privada,4.29,140.43,140.43,1 mes
ES,07,castilla y leon,castilla y leon,3,alternativo,4.57,180.44,180.44,1 mes
ES,07,castilla y leon,castilla y leon,3,apartamento,4.69,111.98,111.98,1 mes
ES,07,castilla y leon,castilla y leon,3,casa entera,4.57,201.73,201.73,1 mes
ES,07,castilla y leon,castilla y leon,3,habitacion compartida,4.38,33.03,33.03,1 mes
ES,07,castilla y leon,castilla y leon,3,habitacion privada,4.46,81.6,81.6,1 mes
ES,09,cataluna,cataluna,3,alternativo,4.5,213.03,213.03,1 mes
ES,09,cataluna,cataluna,3,apartamento,4.63,182.69,182.69,1 mes
ES,09,cataluna,cataluna,3,casa entera,4.59,299.26,299.26,1 mes
ES,09,cataluna,cataluna,3,habitacion compartida,4.3,60.34,60.34,1 mes
ES,09,cataluna,cataluna,3,habitacion privada,4.56,110.79,110.79,1 mes
ES,18,ceuta,ceuta,3,alternativo,4.06,67.17,67.17,1 mes
ES,18,ceuta,ceuta,3,casa entera,3.44,513.27,513.27,1 mes
ES,18,ceuta,ceuta,3,habitacion privada,4.04,59.93,59.93,1 mes
ES,13,comunidad de madrid,madrid,3,alternativo,4.37,141.87,141.87,1 mes
ES,13,comunidad de madrid,madrid,3,apartamento,4.61,279.67,279.67,1 mes
ES,13,comunidad de madrid,madrid,3,casa entera,4.55,218.3,218.3,1 mes
ES,13,comunidad de madrid,madrid,3,habitacion compartida,4.34,51.47,51.47,1 mes
ES,13,comunidad de madrid,madrid,3,habitacion privada,4.56,97.34,97.34,1 mes
ES,15,comunidad foral de navarra,navarra,3,alternativo,4.55,206.97,206.97,1 mes
ES,15,comunidad foral de navarra,navarra,3,apartamento,4.68,167.83,167.83,1 mes
ES,15,comunidad foral de navarra,navarra,3,casa entera,4.54,250.04,250.04,1 mes
ES,15,comunidad foral de navarra,navarra,3,habitacion compartida,4.31,201.69,201.69,1 mes
ES,15,comunidad foral de navarra,navarra,3,habitacion privada,4.49,127.2,127.2,1 mes
ES,10,comunitat valenciana,comunitat valenciana,3,alternativo,4.35,205.33,205.33,1 mes
ES,10,comunitat valenciana,comunitat valenciana,3,apartamento,4.65,127.03,127.03,1 mes
ES,10,comunitat valenciana,comunitat valenciana,3,casa entera,4.63,234.43,234.43,1 mes
ES,10,comunitat valenciana,comunitat valenciana,3,habitacion compartida,4.37,55.7,55.7,1 mes
ES,10,comunitat valenciana,comunitat valenciana,3,habitacion privada,4.53,85.53,85.53,1 mes
ES,11,extremadura,extremadura,3,alternativo,4.01,133.58,133.58,1 mes
ES,11,extremadura,extremadura,3,apartamento,4.63,118.83,118.83,1 mes
ES,11,extremadura,extremadura,3,casa entera,4.5,175.78,175.78,1 mes
ES,11,extremadura,extremadura,3,habitacion compartida,3.97,35.32,35.32,1 mes
ES,11,extremadura,extremadura,3,habitacion privada,4.25,157.22,157.22,1 mes
ES,12,galicia,galicia,3,alternativo,4.56,161.56,161.56,1 mes
ES,12,galicia,galicia,3,apartamento,4.7,130.49,130.49,1 mes
ES,12,galicia,galicia,3,casa entera,4.72,175.31,175.31,1 mes
ES,12,galicia,galicia,3,habitacion compartida,4.58,35.46,35.46,1 mes
ES,12,galicia,galicia,3,habitacion privada,4.43,123.95,123.95,1 mes
ES,04,illes balears,balears,3,alternativo,4.54,431.32,431.32,1 mes
ES,04,illes balears,balears,3,apartamento,4.63,294.22,294.22,1 mes
ES,04,illes balears,balears,3,casa entera,4.69,645.6,645.6,1 mes
ES,04,illes balears,balears,3,habitacion compartida,2.74,1382.51,1382.51,1 mes
ES,04,illes balears,balears,3,habitacion privada,4.61,316.29,316.29,1 mes
ES,17,la rioja,rioja,3,alternativo,4.27,201.6,201.6,1 mes
ES,17,la rioja,rioja,3,apartamento,4.75,126.22,126.22,1 mes
ES,17,la rioja,rioja,3,casa entera,4.55,164.24,164.24,1 mes
ES,17,la rioja,rioja,3,habitacion privada,4.4,98.01,98.01,1 mes
ES,19,melilla,melilla,3,alternativo,4.93,82.0,82.0,1 mes
ES,19,melilla,melilla,3,apartamento,4.85,89.17,89.17,1 mes
ES,19,melilla,melilla,3,casa entera,4.05,96.54,96.54,1 mes
ES,19,melilla,melilla,3,habitacion privada,4.32,47.78,47.78,1 mes
ES,16,pais vasco,pais vasco,3,alternativo,4.57,203.91,203.91,1 mes
ES,16,pais vasco,pais vasco,3,apartamento,4.73,136.02,136.02,1 mes
ES,16,pais vasco,pais vasco,3,casa entera,4.64,224.49,224.49,1 mes
ES,16,pais vasco,pais vasco,3,habitacion compartida,4.55,72.3,72.3,1 mes
ES,16,pais vasco,pais vasco,3,habitacion privada,4.58,102.96,102.96,1 mes
ES,03,principado de asturias,asturias,3,alternativo,4.62,156.61,156.61,1 mes
ES,03,principado de asturias,asturias,3,apartamento,4.74,118.85,118.85,1 mes
ES,03,principado de asturias,asturias,3,casa entera,4.7,191.3,191.3,1 mes
ES,03,principado de asturias,asturias,3,habitacion compartida,4.55,87.64,87.64,1 mes
ES,03,principado de asturias,asturias,3,habitacion privada,4.53,109.8,109.8,1 mes
ES,14,region de murcia,murcia,3,alternativo,4.45,185.99,185.99,1 mes
ES,14,region de murcia,murcia,3,apartamento,4.63,148.71,148.71,1 mes
ES,14,region de murcia,murcia,3,casa entera,4.61,232.11,232.11,1 mes
ES,14,region de murcia,murcia,3,habitacion compartida,4.65,33.02,33.02,1 mes
ES,14,region de murcia,murcia,3,habitacion privada,4.41,97.24,97.24,1 mes
ES,01,andalucia,andalucia,4,alternativo,4.58,339.7,339.7,1 mes
ES,01,andalucia,andalucia,4,apartamento,4.67,163.19,163.19,1 mes
ES,01,andalucia,andalucia,4,casa entera,4.67,279.52,279.52,1 mes
ES,01,andalucia,andalucia,4,habitacion compartida,4.46,50.23,50.23,1 mes
ES,01,andalucia,andalucia,4,habitacion privada,4.58,127.86,127.86,1 mes
ES,02,aragon,aragon,4,alternativo,4.59,180.41,180.41,1 mes
ES,02,aragon,aragon,4,apartamento,4.67,151.8,151.8,1 mes
