id_pais,id_ccaa,ccaa,ccaa_key,mes,categoria_alojamiento,valoraciones,precio_checkin_entre_semana,precio_checkin_fin_semana,periodo_antelacion
ES,02,aragon,aragon,4,casa entera,4.62,210.87,210.87,1 mes
ES,02,aragon,aragon,4,habitacion compartida,4.4,62.5,62.5,1 mes
ES,02,aragon,aragon,4,habitacion privada,4.38,89.93,89.93,1 mes
ES,05,canarias,canarias,4,alternativo,4.66,115.96,115.96,1 mes
ES,05,canarias,canarias,4,apartamento,4.71,133.69,133.69,1 mes
ES,05,canarias,canarias,4,casa entera,4.71,228.75,228.75,1 mes
ES,05,canarias,canarias,4,habitacion compartida,4.64,47.45,47.45,1 mes
ES,05,canarias,canarias,4,habitacion privada,4.66,105.35,105.35,1 mes
ES,06,cantabria,cantabria,4,alternativo,4.69,212.38,212.38,1 mes
ES,06,cantabria,cantabria,4,apartamento,4.72,728.35,728.35,1 mes
ES,06,cantabria,cantabria,4,casa entera,4.69,254.23,254.23,1 mes
ES,06,cantabria,cantabria,4,habitacion compartida,4.37,50.13,50.13,1 mes
ES,06,cantabria,cantabria,4,habitacion privada,4.63,123.28,123.28,1 mes
ES,08,castilla - la mancha,castilla - la mancha,4,alternativo,4.51,204.8,204.8,1 mes
ES,08,castilla - la mancha,castilla - la mancha,4,apartamento,4.7,166.96,166.96,1 mes
ES,08,castilla - la mancha,castilla - la mancha,4,casa entera,4.49,233.41,233.41,1 mes
ES,08,castilla - la mancha,castilla - la mancha,4,habitacion compartida,4.26,80.11,80.11,1 mes
ES,08,castilla - la mancha,castilla - la mancha,4,habitacion privada,4.31,147.45,147.45,1 mes
ES,07,castilla y leon,castilla y leon,4,alternativo,4.54,179.36,179.36,1 mes
ES,07,castilla y leon,castilla y leon,4,apartamento,4.7,117.41,117.41,1 mes
ES,07,castilla y leon,castilla y leon,4,casa entera,4.57,202.92,202.92,1 mes
ES,07,castilla y leon,castilla y leon,4,habitacion compartida,4.48,36.66,36.66,1 mes
ES,07,castilla y leon,castilla y leon,4,habitacion privada,4.46,82.63,82.63,1 mes
ES,09,cataluna,cataluna,4,alternativo,4.48,217.85,217.85,1 mes
ES,09,cataluna,cataluna,4,apartamento,4.64,189.98,189.98,1 mes
ES,09,cataluna,cataluna,4,casa entera,4.59,304.88,304.88,1 mes
ES,09,cataluna,cataluna,4,habitacion compartida,4.21,56.23,56.23,1 mes
ES,09,cataluna,cataluna,4,habitacion privada,4.56,116.61,116.61,1 mes
ES,18,ceuta,ceuta,4,alternativo,4.02,67.25,67.25,1 mes
ES,18,ceuta,ceuta,4,casa entera,3.54,637.33,637.33,1 mes
ES,18,ceuta,ceuta,4,habitacion privada,4.11,59.3,59.3,1 mes
ES,13,comunidad de madrid,madrid,4,alternativo,4.36,148.15,148.15,1 mes
ES,13,comunidad de madrid,madrid,4,apartamento,4.62,281.81,281.81,1 mes
ES,13,comunidad de madrid,madrid,4,casa entera,4.55,225.82,225.82,1 mes
ES,13,comunidad de madrid,madrid,4,habitacion compartida,4.39,52.61,52.61,1 mes
ES,13,comunidad de madrid,madrid,4,habitacion privada,4.55,100.66,100.66,1 mes
ES,15,comunidad foral de navarra,navarra,4,alternativo,4.59,220.05,220.05,1 mes
ES,15,comunidad foral de navarra,navarra,4,apartamento,4.69,171.73,171.73,1 mes
ES,15,comunidad foral de navarra,navarra,4,casa entera,4.54,260.63,260.63,1 mes
ES,15,comunidad foral de navarra,navarra,4,habitacion compartida,4.4,190.17,190.17,1 mes
ES,15,comunidad foral de navarra,navarra,4,habitacion privada,4.5,123.86,123.86,1 mes
ES,10,comunitat valenciana,comunitat valenciana,4,alternativo,4.37,189.95,189.95,1 mes
ES,10,comunitat valenciana,comunitat valenciana,4,apartamento,4.65,129.01,129.01,1 mes
ES,10,comunitat valenciana,comunitat valenciana,4,casa entera,4.63,237.07,237.07,1 mes
ES,10,comunitat valenciana,comunitat valenciana,4,habitacion compartida,4.33,46.63,46.63,1 mes
ES,10,comunitat valenciana,comunitat valenciana,4,habitacion privada,4.53,86.2,86.2,1 mes
ES,11,extremadura,extremadura,4,alternativo,4.01,133.94,133.94,1 mes
ES,11,extremadura,extremadura,4,apartamento,4.62,120.12,120.12,1 mes
ES,11,extremadura,extremadura,4,casa entera,4.51,180.24,180.24,1 mes
ES,11,extremadura,extremadura,4,habitacion compartida,4.81,46.32,46.32,1 mes
ES,11,extremadura,extremadura,4,habitacion privada,4.23,163.91,163.91,1 mes
ES,12,galicia,galicia,4,alternativo,4.53,164.25,164.25,1 mes
ES,12,galicia,galicia,4,apartamento,4.69,134.92,134.92,1 mes
ES,12,galicia,galicia,4,casa entera,4.72,177.96,177.96,1 mes
ES,12,galicia,galicia,4,habitacion compartida,4.63,33.82,33.82,1 mes
ES,12,galicia,galicia,4,habitacion privada,4.43,118.04,118.04,1 mes
ES,04,illes balears,balears,4,alternativo,4.55,371.43,371.43,1 mes
ES,04,illes balears,balears,4,apartamento,4.64,285.84,285.84,1 mes
ES,04,illes balears,balears,4,casa entera,4.69,651.0,651.0,1 mes
ES,04,illes balears,balears,4,habitacion compartida,2.53,1359.69,1359.69,1 mes
ES,04,illes balears,balears,4,habitacion privada,4.62,314.26,314.26,1 mes
ES,17,la rioja,rioja,4,alternativo,4.38,207.61,207.61,1 mes
ES,17,la rioja,rioja,4,apartamento,4.74,122.34,122.34,1 mes
ES,17,la rioja,rioja,4,casa entera,4.55,173.01,173.01,1 mes
ES,17,la rioja,rioja,4,habitacion privada,4.49,102.39,102.39,1 mes
ES,19,melilla,melilla,4,alternativo,4.89,93.0,93.0,1 mes
ES,19,melilla,melilla,4,apartamento,4.88,89.15,89.15,1 mes
ES,19,melilla,melilla,4,casa entera,4.08,99.27,99.27,1 mes
ES,19,melilla,melilla,4,habitacion privada,4.19,45.67,45.67,1 mes
ES,16,pais vasco,pais vasco,4,alternativo,4.54,218.72,218.72,1 mes
ES,16,pais vasco,pais vasco,4,apartamento,4.74,143.34,143.34,1 mes
ES,16,pais vasco,pais vasco,4,casa entera,4.64,240.15,240.15,1 mes
ES,16,pais vasco,pais vasco,4,habitacion compartida,3.73,51.38,51.38,1 mes
ES,16,pais vasco,pais vasco,4,habitacion privada,4.58,107.43,107.43,1 mes
ES,03,principado de asturias,asturias,4,alternativo,4.66,161.65,161.65,1 mes
ES,03,principado de asturias,asturias,4,apartamento,4.74,117.68,117.68,1 mes
ES,03,principado de asturias,asturias,4,casa entera,4.7,193.36,193.36,1 mes
ES,03,principado de asturias,asturias,4,habitacion compartida,4.45,79.99,79.99,1 mes
ES,03,principado de asturias,asturias,4,habitacion privada,4.5,108.79,108.79,1 mes
ES,14,region de murcia,murcia,4,alternativo,4.44,223.14,223.14,1 mes
ES,14,region de murcia,murcia,4,apartamento,4.65,155.33,155.33,1 mes
ES,14,region de murcia,murcia,4,casa entera,4.61,238.61,238.61,1 mes
ES,14,region de murcia,murcia,4,habitacion compartida,4.58,32.12,32.12,1 mes
ES,14,region de murcia,murcia,4,habitacion privada,4.43,98.76,98.76,1 mes
ES,01,andalucia,andalucia,5,alternativo,4.57,353.17,353.17,1 mes
ES,01,andalucia,andalucia,5,apartamento,4.67,160.23,160.23,1 mes
ES,01,andalucia,andalucia,5,casa entera,4.67,279.49,279.49,1 mes
ES,01,andalucia,andalucia,5,habitacion compartida,4.47,50.49,50.49,1 mes
ES,01,andalucia,andalucia,5,habitacion privada,4.58,127.47,127.47,1 mes
ES,02,aragon,aragon,5,alternativo,4.56,176.29,176.29,1 mes
ES,02,aragon,aragon,5,apartamento,4.7,150.36,150.36,1 mes
ES,02,aragon,aragon,5,casa entera,4.62,208.87,208.87,1 mes
ES,02,aragon,aragon,5,habitacion compartida,4.56,65.6,65.6,1 mes
ES,02,aragon,aragon,5,habitacion privada,4.38,91.39,91.39,1 mes
ES,05,canarias,canarias,5,alternativo,4.68,115.8,115.8,1 mes
ES,05,canarias,canarias,5,apartamento,4.71,134.54,134.54,1 mes
ES,05,canarias,canarias,5,casa entera,4.71,219.81,219.81,1 mes
ES,05,canarias,canarias,5,habitacion compartida,4.58,52.09,52.09,1 mes
ES,05,canarias,canarias,5,habitacion privada,4.65,106.06,106.06,1 mes
ES,06,cantabria,cantabria,5,alternativo,4.69,213.36,213.36,1 mes
ES,06,cantabria,cantabria,5,apartamento,4.69,483.66,483.66,1 mes
ES,06,cantabria,cantabria,5,casa entera,4.68,252.58,252.58,1 mes
ES,06,cantabria,cantabria,5,habitacion compartida,4.44,49.43,49.43,1 mes
ES,06,cantabria,cantabria,5,habitacion privada,4.63,118.61,118.61,1 mes
ES,08,castilla - la mancha,castilla - la mancha,5,alternativo,4.53,204.9,204.9,1 mes
ES,08,castilla - la mancha,castilla - la mancha,5,apartamento,4.7,160.01,160.01,1 mes
ES,08,castilla - la mancha,castilla - la mancha,5,casa entera,4.5,232.74,232.74,1 mes
ES,08,castilla - la mancha,castilla - la mancha,5,habitacion compartida,4.11,97.24,97.24,1 mes
ES,08,castilla - la mancha,castilla - la mancha,5,habitacion privada,4.31,146.13,146.13,1 mes
ES,07,castilla y leon,castilla y leon,5,alternativo,4.48,181.37,181.37,1 mes
ES,07,castilla y leon,castilla y leon,5,apartamento,4.69,115.58,115.58,1 mes
ES,07,castilla y leon,castilla y leon,5,casa entera,4.57,204.75,204.75,1 mes
ES,07,castilla y leon,castilla y leon,5,habitacion compartida,4.49,37.87,37.87,1 mes
ES,07,castilla y leon,castilla y leon,5,habitacion privada,4.48,82.12,82.12,1 mes
ES,09,cataluna,cataluna,5,alternativo,4.49,215.82,215.82,1 mes
ES,09,cataluna,cataluna,5,apartamento,4.64,199.88,199.88,1 mes
ES,09,cataluna,cataluna,5,casa entera,4.59,309.97,309.97,1 mes
ES,09,cataluna,cataluna,5,habitacion compartida,4.31,57.69,57.69,1 mes
ES,09,cataluna,cataluna,5,habitacion privada,4.55,121.91,121.91,1 mes
ES,18,ceuta,ceuta,5,alternativo,4.48,62.25,62.25,1 mes
ES,18,ceuta,ceuta,5,casa entera,3.47,613.36,613.36,1 mes
ES,18,ceuta,ceuta,5,habitacion privada,4.08,59.89,59.89,1 mes
ES,13,comunidad de madrid,madrid,5,alternativo,4.37,152.52,152.52,1 mes
ES,13,comunidad de madrid,madrid,5,apartamento,4.62,276.92,276.92,1 mes
ES,13,comunidad de madrid,madrid,5,casa entera,4.55,227.79,227.79,1 mes
ES,13,comunidad de madrid,madrid,5,habitacion compartida,4.48,77.97,77.97,1 mes
ES,13,comunidad de madrid,madrid,5,habitacion privada,4.55,103.65,103.65,1 mes
ES,15,comunidad foral de navarra,navarra,5,alternativo,4.56,233.48,233.48,1 mes
ES,15,comunidad foral de navarra,navarra,5,apartamento,4.54,171.88,171.88,1 mes
ES,15,comunidad foral de navarra,navarra,5,casa entera,4.54,260.8,260.8,1 mes
ES,15,comunidad foral de navarra,navarra,5,habitacion compartida,4.38,176.07,176.07,1 mes
ES,15,comunidad foral de navarra,navarra,5,habitacion privada,4.53,127.18,127.18,1 mes
ES,10,comunitat valenciana,comunitat valenciana,5,alternativo,4.38,188.0,188.0,1 mes
ES,10,comunitat valenciana,comunitat valenciana,5,apartamento,4.65,133.48,133.48,1 mes
ES,10,comunitat valenciana,comunitat valenciana,5,casa entera,4.63,235.14,235.14,1 mes
ES,10,comunitat valenciana,comunitat valenciana,5,habitacion compartida,4.5,50.61,50.61,1 mes
ES,10,comunitat valenciana,comunitat valenciana,5,habitacion privada,4.52,88.64,88.64,1 mes
ES,11,extremadura,extremadura,5,alternativo,4.12,135.87,135.87,1 mes
ES,11,extremadura,extremadura,5,apartamento,4.64,122.55,122.55,1 mes
ES,11,extremadura,extremadura,5,casa entera,4.51,184.12,184.12,1 mes
ES,11,extremadura,extremadura,5,habitacion compartida,4.72,47.11,47.11,1 mes
ES,11,extremadura,extremadura,5,habitacion privada,4.27,187.56,187.56,1 mes
ES,12,galicia,galicia,5,alternativo,4.49,168.16,168.16,1 mes
ES,12,galicia,galicia,5,apartamento,4.7,131.5,131.5,1 mes
ES,12,galicia,galicia,5,casa entera,4.71,180.06,180.06,1 mes
ES,12,galicia,galicia,5,habitacion compartida,4.69,34.31,34.31,1 mes
ES,12,galicia,galicia,5,habitacion privada,4.43,129.71,129.71,1 mes
ES,04,illes balears,balears,5,alternativo,4.54,419.43,419.43,1 mes
ES,04,illes balears,balears,5,apartamento,4.63,298.49,298.49,1 mes
ES,04,illes balears,balears,5,casa entera,4.69,667.45,667.45,1 mes
ES,04,illes balears,balears,5,habitacion compartida,3.27,1308.93,1308.93,1 mes
ES,04,illes balears,balears,5,habitacion privada,4.62,292.1,292.1,1 mes
ES,17,la rioja,rioja,5,alternativo,4.38,206.82,206.82,1 mes
ES,17,la rioja,rioja,5,apartamento,4.72,128.74,128.74,1 mes
ES,17,la rioja,rioja,5,casa entera,4.57,173.99,173.99,1 mes
ES,17,la rioja,rioja,5,habitacion compartida,4.52,183.0,183.0,1 mes
ES,17,la rioja,rioja,5,habitacion privada,4.63,101.97,101.97,1 mes
ES,19,melilla,melilla,5,alternativo,4.89,93.0,93.0,1 mes
ES,19,melilla,melilla,5,apartamento,4.88,96.9,96.9,1 mes
ES,19,melilla,melilla,5,casa entera,3.93,100.25,100.25,1 mes
ES,19,melilla,melilla,5,habitacion privada,4.17,47.22,47.22,1 mes
ES,16,pais vasco,pais vasco,5,alternativo,4.55,221.25,221.25,1 mes
ES,16,pais vasco,pais vasco,5,apartamento,4.74,151.92,151.92,1 mes
ES,16,pais vasco,pais vasco,5,casa entera,4.63,270.39,270.39,1 mes
ES,16,pais vasco,pais vasco,5,habitacion compartida,4.65,48.7,48.7,1 mes
ES,16,pais vasco,pais vasco,5,habitacion privada,4.55,130.89,130.89,1 mes
ES,03,principado de asturias,asturias,5,alternativo,4.61,162.0,162.0,1 mes
ES,03,principado de asturias,asturias,5,apartamento,4.73,118.2,118.2,1 mes
ES,03,principado de asturias,asturias,5,casa entera,4.7,197.41,197.41,1 mes
ES,03,principado de asturias,asturias,5,habitacion compartida,4.61,97.35,97.35,1 mes
ES,03,principado de asturias,asturias,5,habitacion privada,4.53,123.84,123.84,1 mes
ES,14,region de murcia,murcia,5,alternativo,4.48,194.8,194.8,1 mes
ES,14,region de murcia,murcia,5,apartamento,4.65,145.82,145.82,1 mes
ES,14,region de murcia,murcia,5,casa entera,4.62,220.75,220.75,1 mes
ES,14,region de murcia,murcia,5,habitacion compartida,4.63,32.36,32.36,1 mes
ES,14,region de murcia,murcia,5,habitacion privada,4.47,97.16,97.16,1 mes
ES,01,andalucia,andalucia,6,alternativo,4.58,265.0,265.0,2-3 meses
ES,01,andalucia,andalucia,6,apartamento,4.68,160.36,160.36,2-3 meses
ES,01,andalucia,andalucia,6,casa entera,4.67,289.26,289.26,2-3 meses
ES,01,andalucia,andalucia,6,habitacion compartida,4.44,50.72,50.72,2-3 meses
ES,01,andalucia,andalucia,6,habitacion privada,4.58,137.2,137.2,2-3 meses
ES,02,aragon,aragon,6,alternativo,4.64,180.12,180.12,2-3 meses
ES,02,aragon,aragon,6,apartamento,4.7,155.05,155.05,2-3 meses
ES,02,aragon,aragon,6,casa entera,4.63,217.14,217.14,2-3 meses
ES,02,aragon,aragon,6,habitacion compartida,4.43,92.17,92.17,2-3 meses
ES,02,aragon,aragon,6,habitacion privada,4.43,94.28,94.28,2-3 meses
ES,05,canarias,canarias,6,alternativo,4.67,117.6,117.6,2-3 meses
ES,05,canarias,canarias,6,apartamento,4.71,136.7,136.7,2-3 meses
ES,05,canarias,canarias,6,casa entera,4.71,222.11,222.11,2-3 meses
ES,05,canarias,canarias,6,habitacion compartida,4.62,55.26,55.26,2-3 meses
ES,05,canarias,canarias,6,habitacion privada,4.65,106.1,106.1,2-3 meses
ES,06,cantabria,cantabria,6,alternativo,4.66,222.31,222.31,2-3 meses
ES,06,cantabria,cantabria,6,apartamento,4.69,695.76,695.76,2-3 meses
ES,06,cantabria,cantabria,6,casa entera,4.69,267.81,267.81,2-3 meses
ES,06,cantabria,cantabria,6,habitacion compartida,4.36,53.9,53.9,2-3 meses
ES,06,cantabria,cantabria,6,habitacion privada,4.63,125.03,125.03,2-3 meses
ES,08,castilla - la mancha,castilla - la mancha,6,alternativo,4.52,210.55,210.55,2-3 meses
ES,08,castilla - la mancha,castilla - la mancha,6,apartamento,4.71,170.23,170.23,2-3 meses
ES,08,castilla - la mancha,castilla - la mancha,6,casa entera,4.51,238.9,238.9,2-3 meses
ES,08,castilla - la mancha,castilla - la mancha,6,habitacion compartida,4.15,97.78,97.78,2-3 meses
ES,08,castilla - la mancha,castilla - la mancha,6,habitacion privada,4.31,147.7,147.7,2-3 meses
ES,07,castilla y leon,castilla y leon,6,alternativo,4.48,182.02,182.02,2-3 meses
ES,07,castilla y leon,castilla y leon,6,apartamento,4.7,126.57,126.57,2-3 meses
ES,07,castilla y leon,castilla y leon,6,casa entera,4.58,210.17,210.17,2-3 meses
ES,07,castilla y leon,castilla y leon,6,habitacion compartida,4.47,37.81,37.81,2-3 meses
ES,07,castilla y leon,castilla y leon,6,habitacion privada,4.48,83.8,83.8,2-3 meses
ES,09,cataluna,cataluna,6,alternativo,4.53,221.42,221.42,2-3 meses
ES,09,cataluna,cataluna,6,apartamento,4.63,196.93,196.93,2-3 meses
ES,09,cataluna,cataluna,6,casa entera,4.59,320.35,320.35,2-3 meses
ES,09,cataluna,cataluna,6,habitacion compartida,4.36,57.2,57.2,2-3 meses
ES,09,cataluna,cataluna,6,habitacion privada,4.56,123.95,123.95,2-3 meses
ES,18,ceuta,ceuta,6,alternativo,4.42,69.22,69.22,2-3 meses
ES,18,ceuta,ceuta,6,casa entera,3.59,618.35,618.35,2-3 meses
ES,18,ceuta,ceuta,6,habitacion privada,4.11,64.5,64.5,2-3 meses
ES,13,comunidad de madrid,madrid,6,alternativo,4.37,157.31,157.31,2-3 meses
ES,13,comunidad de madrid,madrid,6,apartamento,4.62,297.17,297.17,2-3 meses
ES,13,comunidad de madrid,madrid,6,casa entera,4.55,225.57,225.57,2-3 meses
ES,13,comunidad de madrid,madrid,6,habitacion compartida,4.46,53.84,53.84,2-3 meses
ES,13,comunidad de madrid,madrid,6,habitacion privada,4.55,103.38,103.38,2-3 meses
ES,15,comunidad foral de navarra,navarra,6,alternativo,4.48,238.27,238.27,2-3 meses
ES,15,comunidad foral de navarra,navarra,6,apartamento,4.58,194.41,194.41,2-3 meses
ES,15,comunidad foral de navarra,navarra,6,casa entera,4.55,266.08,266.08,2-3 meses
ES,15,comunidad foral de navarra,navarra,6,habitacion compartida,4.46,164.52,164.52,2-3 meses
ES,15,comunidad foral de navarra,navarra,6,habitacion privada,4.51,132.23,132.23,2-3 meses
ES,10,comunitat valenciana,comunitat valenciana,6,alternativo,4.45,192.09,192.09,2-3 meses
ES,10,comunitat valenciana,comunitat valenciana,6,apartamento,4.65,141.86,141.86,2-3 meses
ES,10,comunitat valenciana,comunitat valenciana,6,casa entera,4.63,249.71,249.71,2-3 meses
ES,10,comunitat valenciana,comunitat valenciana,6,habitacion compartida,4.22,48.05,48.05,2-3 meses
ES,10,comunitat valenciana,comunitat valenciana,6,habitacion privada,4.52,91.14,91.14,2-3 meses
ES,11,extremadura,extremadura,6,alternativo,4.12,138.46,138.46,2-3 meses
ES,11,extremadura,extremadura,6,apartamento,4.6,122.62,122.62,2-3 meses
ES,11,extremadura,extremadura,6,casa entera,4.52,184.04,184.04,2-3 meses
ES,11,extremadura,extremadura,6,habitacion compartida,4.79,47.02,47.02,2-3 meses
ES,11,extremadura,extremadura,6,habitacion privada,4.32,132.28,132.28,2-3 meses
ES,12,galicia,galicia,6,alternativo,4.51,169.95,169.95,2-3 meses
ES,12,galicia,galicia,6,apartamento,4.69,137.41,137.41,2-3 meses
ES,12,galicia,galicia,6,casa entera,4.71,186.53,186.53,2-3 meses
ES,12,galicia,galicia,6,habitacion compartida,4.7,35.06,35.06,2-3 meses
ES,12,galicia,galicia,6,habitacion privada,4.44,119.96,119.96,2-3 meses
ES,04,illes balears,balears,6,alternativo,4.49,392.18,392.18,2-3 meses
ES,04,illes balears,balears,6,apartamento,4.65,331.69,331.69,2-3 meses
ES,04,illes balears,balears,6,casa entera,4.69,697.8,697.8,2-3 meses
ES,04,illes balears,balears,6,habitacion compartida,3.43,1198.31,1198.31,2-3 meses
ES,04,illes balears,balears,6,habitacion privada,4.61,297.99,297.99,2-3 meses
ES,17,la rioja,rioja,6,alternativo,4.42,210.42,210.42,2-3 meses
ES,17,la rioja,rioja,6,apartamento,4.73,129.24,129.24,2-3 meses
ES,17,la rioja,rioja,6,casa entera,4.57,177.12,177.12,2-3 meses
ES,17,la rioja,rioja,6,habitacion compartida,4.52,155.0,155.0,2-3 meses
ES,17,la rioja,rioja,6,habitacion privada,4.6,101.64,101.64,2-3 meses
ES,19,melilla,melilla,6,alternativo,4.93,110.33,110.33,2-3 meses
ES,19,melilla,melilla,6,apartamento,4.88,96.76,96.76,2-3 meses
ES,19,melilla,melilla,6,casa entera,4.0,105.64,105.64,2-3 meses
ES,19,melilla,melilla,6,habitacion privada,3.99,45.16,45.16,2-3 meses
ES,16,pais vasco,pais vasco,6,alternativo,4.61,218.87,218.87,2-3 meses
ES,16,pais vasco,pais vasco,6,apartamento,4.74,152.77,152.77,2-3 meses
ES,16,pais vasco,pais vasco,6,casa entera,4.63,267.49,267.49,2-3 meses
ES,16,pais vasco,pais vasco,6,habitacion compartida,4.68,42.16,42.16,2-3 meses
ES,16,pais vasco,pais vasco,6,habitacion privada,4.59,122.7,122.7,2-3 meses
ES,03,principado de asturias,asturias,6,alternativo,4.64,166.45,166.45,2-3 meses
ES,03,principado de asturias,asturias,6,apartamento,4.73,126.5,126.5,2-3 meses
ES,03,principado de asturias,asturias,6,casa entera,4.7,206.27,206.27,2-3 meses
ES,03,principado de asturias,asturias,6,habitacion compartida,4.52,99.83,99.83,2-3 meses
ES,03,principado de asturias,asturias,6,habitacion privada,4.53,107.0,107.0,2-3 meses
ES,14,region de murcia,murcia,6,alternativo,4.36,204.73,204.73,2-3 meses
ES,14,region de murcia,murcia,6,apartamento,4.64,148.59,148.59,2-3 meses
ES,14,region de murcia,murcia,6,casa entera,4.62,238.35,238.35,2-3 meses
ES,14,region de murcia,murcia,6,habitacion compartida,4.63,34.67,34.67,2-3 meses
ES,14,region de murcia,murcia,6,habitacion privada,4.47,98.38,98.38,2-3 meses
ES,01,andalucia,andalucia,7,alternativo,4.59,225.53,225.53,2-3 meses
ES,01,andalucia,andalucia,7,apartamento,4.68,123.12,123.12,2-3 meses
ES,01,andalucia,andalucia,7,casa entera,4.67,280.5,280.5,2-3 meses
ES,01,andalucia,andalucia,7,habitacion compartida,4.47,42.2,42.2,2-3 meses
ES,01,andalucia,andalucia,7,habitacion privada,4.56,101.25,101.25,2-3 meses
ES,02,aragon,aragon,7,alternativo,4.62,125.89,125.89,2-3 meses
ES,02,aragon,aragon,7,apartamento,4.69,129.96,129.96,2-3 meses
ES,02,aragon,aragon,7,casa entera,4.62,191.82,191.82,2-3 meses
